timestamp,open,high,low,close,volume
2017-07-28,160.2900,165.3800,159.2800,164.3900,12776296
2017-07-27,168.2700,168.7400,157.5600,161.7400,18888931
2017-07-26,167.6800,169.9270,165.8500,167.2600,15755026
2017-07-25,165.2200,165.9300,163.5810,165.3500,12413896
2017-07-24,168.3900,168.7800,165.7200,166.1500,15868676
2017-07-21,166.6700,169.3000,166.0900,168.1000,15886110
2017-07-20,165.9300,167.5100,163.9121,167.5000,17489889
2017-07-19,166.3300,167.4000,164.6100,165.1000,17014089
2017-07-18,161.7800,166.5500,161.3000,165.9600,19415987
2017-07-17,166.3300,167.5000,161.7500,164.2500,22936328
2017-07-14,161.2900,165.0100,161.0100,164.9500,23349534
2017-07-13,163.0000,166.3000,158.7500,160.6300,34123997
2017-07-12,158.3000,163.0000,156.5600,162.5100,28436488
2017-07-11,153.8500,156.1900,152.1500,155.8800,18744156
2017-07-10,149.7400,154.0000,148.6800,153.7000,23720137
2017-07-07,145.7800,147.5000,144.8500,146.7600,16258515
2017-07-06,141.8700,145.3799,139.7600,143.4800,18548793
2017-07-05,141.9000,144.2200,141.1300,143.0500,20504738
2017-07-03,145.0500,145.6537,138.5800,139.3300,17722284
2017-06-30,147.3800,147.9300,143.5000,144.5600,17992137
2017-06-29,150.6000,150.7200,144.0800,146.6800,26334702
2017-06-28,149.3200,151.9400,145.7500,151.7500,24660291
2017-06-27,151.4400,151.7900,146.3500,146.5800,24850612
2017-06-26,155.1600,156.6000,148.3300,152.1500,26418557
2017-06-23,158.6800,159.3200,153.2200,153.8300,24565502
2017-06-22,159.8000,160.3400,157.4000,158.3700,11596308
2017-06-21,158.2100,159.6200,155.7000,159.4700,16945632
2017-06-20,159.0300,161.7400,156.9200,157.0900,27169647
2017-06-19,153.4100,157.5300,153.2600,157.3200,19260255
2017-06-16,152.7600,154.7000,150.2400,151.6200,22554327
2017-06-15,146.9600,153.6000,146.5000,152.3700,23883179
2017-06-14,151.5200,154.0600,148.5000,151.7200,29431459
2017-06-13,154.4000,154.7700,145.6500,151.4000,41488612
2017-06-12,145.8800,151.7000,142.1100,149.9700,41793262
2017-06-09,164.7400,168.5000,142.7500,149.6000,91979374
2017-06-08,153.4600,160.0000,151.7900,159.9400,28475455
2017-06-07,148.3300,149.8800,147.7000,149.1200,15057318
2017-06-06,147.8200,149.6900,146.8000,147.3400,18743334
2017-06-05,142.9800,148.5300,142.5100,148.0100,20311623
2017-06-02,144.2400,145.3000,143.4000,143.6400,12140804
2017-06-01,144.9900,145.0300,142.5200,144.3600,12462061
2017-05-31,146.6900,147.0000,142.0500,144.3500,21643194
2017-05-30,143.7000,146.2911,143.0500,144.8700,24580778
2017-05-26,137.9300,145.2800,137.1100,141.8400,19300323
2017-05-25,140.0000,140.0300,136.4400,138.2600,15064741
2017-05-24,140.9600,141.0700,138.0800,138.5700,20376569
2017-05-23,139.7000,139.7900,135.7100,137.0300,16911578
2017-05-22,137.7700,139.4800,137.3300,138.9000,20786477
2017-05-19,137.0250,138.2200,135.2200,136.0000,25222948
2017-05-18,129.5000,133.4300,127.0500,133.0700,28661989
2017-05-17,134.1000,134.8600,127.5500,127.7200,31444976
2017-05-16,136.3800,137.4400,133.3635,136.8100,27909305
2017-05-15,129.5600,134.4100,129.3800,134.3100,26919505
2017-05-12,126.6300,129.6000,125.7800,127.8900,23993187
2017-05-11,120.0500,130.4300,119.9100,126.5000,48167998
2017-05-10,114.2900,121.8200,114.0200,121.2900,53028379
2017-05-09,103.0000,104.9300,102.6600,102.9400,13796401
2017-05-08,104.3400,104.4000,102.3100,102.7700,9040663
2017-05-05,103.3800,104.1500,102.7500,103.8600,5684394
2017-05-04,104.5000,104.9500,103.5300,103.8500,5211879
2017-05-03,103.2000,104.6400,102.6000,104.2500,8355157
2017-05-02,105.5500,105.5955,102.5600,103.4800,15545050
2017-05-01,104.7400,106.8500,104.4500,106.6400,7558886
2017-04-28,105.3600,105.6400,104.0700,104.3000,8603278
2017-04-27,104.3200,105.9800,103.5900,105.6400,7887565
2017-04-26,105.2900,105.3900,103.9400,104.0200,8017754
2017-04-25,103.5400,105.3300,102.6700,104.7400,9670204
2017-04-24,102.9600,103.4800,102.1100,102.9500,9286617
2017-04-21,100.8400,101.7900,100.3600,101.6800,8547390
2017-04-20,100.2700,101.4464,99.4100,101.2600,10100358
2017-04-19,100.0000,100.9800,99.4100,99.6800,9520659
2017-04-18,98.6500,99.5400,97.6000,99.2900,9252944
2017-04-17,96.0100,99.2400,95.8000,99.2300,12432305
2017-04-13,96.3300,97.2100,95.4900,95.4900,12672345
2017-04-12,98.1200,98.7000,97.1000,97.3100,10352296
2017-04-11,96.5500,98.8999,96.3500,98.1200,15453747
2017-04-10,100.3600,100.6300,97.6000,97.7700,18908264
2017-04-07,101.0200,101.7300,99.7200,100.3300,10628889
2017-04-06,100.2400,101.2500,98.4100,100.7600,15878004
2017-04-05,100.0150,102.3700,99.5000,100.0300,18676232
2017-04-04,103.4000,104.4200,100.3400,100.7800,31782004
2017-04-03,108.9500,109.6500,107.4200,108.3800,11130813
2017-03-31,109.0100,109.8900,108.4000,108.9300,11020165
2017-03-30,107.6300,110.0000,107.4000,109.4000,13138349
2017-03-29,107.9900,108.4900,107.2500,107.3400,8749791
2017-03-28,108.3000,108.8900,107.2700,107.6900,10811109
2017-03-27,105.5800,108.4100,103.5800,108.2500,12666100
2017-03-24,108.9700,109.2900,106.4200,107.4700,10987546
2017-03-23,107.7500,108.5600,106.7000,107.0900,13348542
2017-03-22,105.4600,108.2600,105.3000,108.0700,15419106
2017-03-21,108.7500,109.9600,105.5900,105.9100,22837103
2017-03-20,106.7800,109.6100,106.1300,109.4500,18714152
2017-03-17,104.5200,106.1200,103.8100,106.0700,27992169
2017-03-16,102.9800,103.8300,102.4100,103.8100,13077495
2017-03-15,102.2500,102.9900,100.3200,102.5500,15375852
2017-03-14,102.3700,102.7500,100.4700,101.7800,13050415
2017-03-13,99.5400,102.2500,99.5100,101.8500,19353402
2017-03-10,99.6100,100.0900,98.3800,99.1200,12493513
2017-03-09,97.9100,99.4500,97.4000,98.5400,11951471
2017-03-08,100.7000,101.3000,98.4700,98.5600,15967822
